[Sample ID]	[Taxon]	[Kingdom/SuperKingdom]	[Phylum]	[Class]	[Order]	[Family]	[Genus]	[Species]	[Relative Abundance]	
EUSMPL0020-1-152	1165333	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus senegalensis	0.0001	
EUSMPL0020-1-152	1037781	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. NCCP-532	0.0001	
EUSMPL0020-1-152	1059044	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	uncultured Enterobacteriaceae bacterium	0.0001	
EUSMPL0020-1-152	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0001	
EUSMPL0020-1-152	1082213	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	0.0001	
EUSMPL0020-1-152	1072520	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	0.0001	
EUSMPL0020-1-152	1069287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B-5-1	0.0001	
EUSMPL0020-1-159	1244921	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense	0.6667	
EUSMPL0020-1-159	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.1667	
EUSMPL0020-1-159	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.1667	
EUSMPL0020-1-160	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.5549	
EUSMPL0020-1-160	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.1913	
EUSMPL0020-1-160	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.107	
EUSMPL0020-1-160	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0593	
EUSMPL0020-1-160	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0199	
EUSMPL0020-1-160	1053481	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp. enrichment culture clone 19(2012)	0.0089	
EUSMPL0020-1-160	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0089	
EUSMPL0020-1-160	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0068	
EUSMPL0020-1-160	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0067	
EUSMPL0020-1-160	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0059	
EUSMPL0020-1-160	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.0051	
EUSMPL0020-1-160	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0033	
EUSMPL0020-1-160	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0025	
EUSMPL0020-1-160	1043646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	0.0014	
EUSMPL0020-1-160	1042918	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BSRA1	0.0012	
EUSMPL0020-1-160	1042359	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	uncultured Enterobacter sp.	0.001	
EUSMPL0020-1-160	1034788	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	Candidatus Nardonella	endosymbiont of Sphenophorus levis	0.0007	
EUSMPL0020-1-160	1043785	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0006	
EUSMPL0020-1-160	916323	Bacteria	N/A	N/A	N/A	N/A	N/A	unidentified bacterium	0.0005	
EUSMPL0020-1-160	1306438	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. S10	0.0004	
EUSMPL0020-1-160	1040733	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp. MB-2-2-4	0.0004	
EUSMPL0020-1-160	1049165	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0004	
EUSMPL0020-1-160	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0003	
EUSMPL0020-1-160	1194378	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus racemilacticus	0.0003	
EUSMPL0020-1-160	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0003	
EUSMPL0020-1-160	966104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	uncultured Bartonella sp.	0.0003	
EUSMPL0020-1-160	1050710	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella	Buttiauxella sp. NW51	0.0003	
EUSMPL0020-1-160	1144913	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma wenyonii	0.0003	
